Class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
"happy","0.161","0.589","7.189","167.415","2.763","0.237","0.626","0.372","0.051","-0.231","-0.261","0.094","-0.137","-0.167","0.002","0.220","0.148","476.697","0.001","1310.473","0.033","-0.043","10309.988","2.840","0.157","0.510","3897.973","4516.260","1.083","2.762","0.060","0.909","0.270","1.000","0.514","0.136","0.406","0.068","0.660","0.234","0.479","0.664","0.404","0.926","0.381","0.194","-0.168","3.364","0.837","0.970"
"happy","0.169","0.518","4.918","101.964","1.479","-0.180","0.500","0.030","0.257","-0.050","0.073","0.072","-0.041","-0.199","0.139","0.068","0.016","1436.733","0.030","1814.089","0.021","0.100","6301.932","6.682","0.550","0.610","3223.087","3266.477","1.487","4.747","0.042","0.913","0.338","0.800","0.132","0.038","0.124","0.054","0.418","0.000","0.209","0.002","0.118","1.000","0.353","0.144","-0.042","1.682","0.862","0.968"
"happy","0.082","0.602","9.634","133.372","1.731","0.289","-0.099","-0.308","0.011","-0.016","0.070","0.019","0.002","0.076","0.164","0.053","0.077","166.095","0.003","2084.779","0.027","0.077","9152.873","3.308","0.378","0.610","4213.721","4115.532","0.980","2.953","0.081","0.930","0.155","0.055","0.602","0.020","0.473","0.105","0.122","1.000","0.689","0.436","0.460","0.347","0.348","0.163","0.074","3.364","0.828","0.965"
"happy","0.104","0.552","6.996","129.252","2.234","-0.119","0.154","-0.299","0.148","0.115","0.183","0.143","-0.088","0.092","-0.048","-0.032","-0.178","325.112","0.314","1492.515","0.026","-0.156","6346.743","3.943","0.255","0.504","3042.874","3551.653","1.802","5.766","0.029","0.902","0.211","0.189","0.626","0.079","0.937","1.000","0.202","0.755","0.234","0.999","0.586","0.729","0.376","0.166","-0.146","2.243","0.833","0.966"
"happy","0.051","0.605","6.380","158.544","1.171","-0.219","0.124","-0.075","0.247","-0.033","-0.075","-0.037","0.104","-0.020","-0.070","-0.214","-0.174","91.937","0.253","2228.641","0.028","0.044","6515.623","1.971","0.185","0.659","3303.604","2648.293","0.846","2.849","0.019","0.913","0.849","0.963","0.503","0.103","0.978","0.113","1.000","0.288","0.450","0.270","0.071","0.384","0.365","0.186","-0.059","1.682","0.797","0.968"
"happy","0.103","0.506","7.482","142.435","2.402","-0.768","0.327","0.019","0.235","-0.054","-0.265","-0.138","-0.111","0.243","0.134","0.079","0.079","338.026","0.126","1310.840","0.028","0.064","3941.733","3.408","0.256","0.465","2214.206","2409.276","2.107","7.800","0.027","0.886","1.000","0.044","0.921","0.063","0.041","0.056","0.119","0.102","0.004","0.180","0.641","0.336","0.372","0.181","0.054","1.922","0.818","0.967"
"happy","0.117","0.546","16.487","104.651","2.438","-0.684","0.496","-0.110","-0.019","-0.157","-0.009","0.205","0.191","-0.121","-0.233","0.023","0.116","386.450","-0.006","1212.784","0.028","-0.052","3873.916","3.876","0.331","0.479","2155.522","2399.396","2.284","9.076","0.030","0.880","0.485","1.000","0.034","0.007","0.184","0.302","0.108","0.429","0.002","0.159","0.001","0.082","0.395","0.177","-0.053","2.691","0.831","0.970"
"happy","0.117","0.546","16.487","104.651","2.438","-0.684","0.496","-0.110","-0.019","-0.157","-0.009","0.205","0.191","-0.121","-0.233","0.023","0.116","386.450","-0.006","1212.784","0.028","-0.052","3873.916","3.876","0.331","0.479","2155.522","2399.396","2.284","9.076","0.030","0.880","0.485","1.000","0.034","0.007","0.184","0.302","0.108","0.429","0.002","0.159","0.001","0.082","0.395","0.177","-0.053","2.691","0.831","0.970"
"happy","0.133","0.571","6.358","159.012","2.310","-0.728","0.431","-0.055","0.172","-0.122","-0.133","0.022","0.273","0.136","-0.070","-0.070","-0.057","365.785","0.030","1258.257","0.032","0.020","4016.468","2.940","0.279","0.475","2201.015","2379.826","2.098","7.912","0.023","0.883","0.236","1.000","0.042","0.000","0.067","0.033","0.021","0.198","0.000","0.015","0.000","0.036","0.418","0.210","-0.006","1.223","0.794","0.969"
"happy","0.143","0.505","6.927","58.131","1.964","-0.512","0.378","0.051","0.047","-0.232","0.056","0.116","0.040","0.045","0.021","-0.217","-0.214","662.670","0.060","1517.491","0.022","0.081","6380.263","3.775","0.114","0.572","3040.261","3235.133","1.631","5.170","0.052","0.910","0.008","0.136","0.430","0.034","0.163","0.102","0.145","0.172","0.028","1.000","0.174","0.023","0.345","0.183","0.007","1.121","0.787","0.969"
"happy","0.143","0.505","6.927","58.131","1.964","-0.512","0.378","0.051","0.047","-0.232","0.056","0.116","0.040","0.045","0.021","-0.217","-0.214","662.670","0.060","1517.491","0.022","0.081","6380.263","3.775","0.114","0.572","3040.261","3235.133","1.631","5.170","0.052","0.910","0.008","0.136","0.430","0.034","0.163","0.102","0.145","0.172","0.028","1.000","0.174","0.023","0.345","0.183","0.007","1.121","0.787","0.969"
"happy","0.127","0.546","17.793","101.164","2.324","-0.783","0.476","0.249","0.160","-0.062","-0.030","-0.107","-0.122","0.049","0.122","0.173","0.096","487.810","0.255","1196.916","0.027","0.028","3840.249","3.575","0.262","0.490","2083.779","2089.399","1.837","6.565","0.017","0.882","0.971","0.073","0.291","0.017","0.068","0.331","0.460","0.714","0.043","0.400","0.801","1.000","0.371","0.164","0.006","2.243","0.844","0.965"
"happy","0.124","0.574","7.323","100.061","2.182","0.244","0.374","-0.113","0.133","0.134","0.080","0.139","0.175","0.077","0.190","0.157","0.047","445.170","0.069","799.282","0.036","0.018","6044.353","2.339","0.242","0.444","2582.789","3137.772","1.528","4.614","0.039","0.885","0.291","0.013","0.140","0.001","0.090","0.001","0.000","0.061","0.018","1.000","0.010","0.015","0.342","0.196","0.064","1.922","0.769","0.970"
"happy","0.070","0.591","6.078","142.001","1.242","0.142","0.006","0.101","0.034","0.211","0.207","-0.118","-0.012","0.091","0.064","0.138","0.172","227.615","0.114","3147.907","0.027","-0.062","10638.349","3.842","0.479","0.706","5054.244","4294.267","0.666","2.301","0.092","0.942","0.135","0.830","0.128","0.665","0.396","0.086","0.415","0.023","0.732","1.000","0.269","0.625","0.368","0.184","0.076","1.682","0.823","0.969"
"happy","0.147","0.532","6.881","129.671","1.890","-0.554","0.458","0.049","0.087","-0.081","0.000","-0.186","-0.173","0.025","0.097","0.172","0.205","761.277","-0.030","1520.105","0.022","0.172","4888.416","3.842","0.340","0.553","2511.666","2395.016","1.492","4.943","0.027","0.894","1.000","0.059","0.365","0.080","0.061","0.033","0.194","0.521","0.058","0.358","0.375","0.182","0.386","0.205","-0.201","2.243","0.818","0.963"
"happy","0.131","0.542","7.565","168.861","2.488","-0.023","0.512","0.043","0.247","-0.041","-0.177","-0.043","-0.148","0.108","0.018","0.012","-0.051","347.140","-0.031","1157.171","0.025","0.117","6721.745","3.709","0.121","0.459","2858.739","3490.401","1.596","4.648","0.045","0.897","0.653","1.000","0.657","0.626","0.694","0.324","0.681","0.075","0.160","0.214","0.299","0.988","0.354","0.171","-0.086","1.922","0.807","0.967"
"happy","0.220","0.637","7.622","187.450","1.961","0.332","0.374","0.160","-0.021","0.257","0.160","-0.074","-0.028","0.044","0.068","0.050","0.128","936.505","0.077","1246.268","0.023","-0.038","10199.000","3.241","0.730","0.561","4166.068","4555.902","1.041","2.844","0.128","0.913","0.517","0.277","0.423","0.183","0.271","0.540","0.096","0.745","0.515","1.000","0.702","0.459","0.356","0.162","-0.049","1.682","0.846","0.963"
"happy","0.153","0.585","8.114","120.080","1.188","-2.033","0.720","0.094","-0.145","-0.126","0.170","-0.211","0.184","-0.085","0.104","0.319","0.092","707.551","-0.004","1810.359","0.029","0.194","6048.643","3.742","0.593","0.709","3288.400","3520.123","1.817","5.303","0.044","0.899","0.541","0.723","0.092","0.231","0.688","0.087","0.112","0.457","0.688","0.461","1.000","0.192","0.488","0.267","-0.139","2.243","0.789","0.968"
"sad","0.203","0.467","10.080","108.399","2.653","0.961","0.815","-0.016","0.153","0.027","0.030","0.135","0.149","0.117","0.037","0.054","-0.021","668.176","-0.184","677.665","0.022","0.273","6124.493","3.241","0.255","0.358","2454.286","3572.761","1.833","5.579","0.057","0.867","0.509","0.088","0.001","0.051","0.161","0.490","0.038","0.740","1.000","0.233","0.472","0.142","0.402","0.220","-0.040","2.691","0.786","0.969"
"sad","0.173","0.562","7.058","102.591","2.174","0.512","0.176","0.453","-0.210","-0.171","0.266","-0.288","-0.133","0.124","-0.018","0.018","-0.056","841.757","0.163","1037.819","0.039","-0.193","7345.998","2.205","0.161","0.507","3146.324","3428.979","1.087","3.011","0.026","0.898","0.180","0.229","0.161","0.035","0.349","0.011","0.258","0.128","0.621","0.566","0.320","1.000","0.347","0.201","0.172","1.682","0.760","0.964"
"sad","0.085","0.580","6.134","194.370","5.996","-0.501","0.250","-0.340","1.055","0.235","0.298","-0.168","0.206","0.011","0.064","-0.009","0.161","214.023","0.115","290.631","0.013","0.049","1108.876","1.701","0.097","0.053","606.524","814.817","7.855","121.996","0.007","0.751","0.279","0.588","0.002","0.192","0.044","0.174","0.282","0.002","0.944","0.134","1.000","0.811","0.264","0.238","0.046","0.396","0.572","0.966"
"sad","0.076","0.594","6.458","168.977","2.894","0.059","0.698","0.159","0.457","0.073","0.381","-0.052","0.133","0.166","0.206","0.081","0.004","141.774","0.066","471.830","0.023","0.217","3381.680","1.136","0.109","0.289","1599.151","2482.142","2.625","10.570","0.043","0.825","0.430","0.010","0.632","0.012","0.237","0.013","0.158","1.000","0.001","0.347","0.000","0.156","0.283","0.246","-0.104","1.346","0.644","0.975"
"sad","0.066","0.573","9.697","111.035","4.583","0.903","0.168","-0.042","0.242","0.153","-0.044","-0.226","0.146","0.003","-0.024","0.119","0.106","43.935","0.048","331.648","0.029","0.039","1153.604","1.403","0.069","0.111","1001.715","2014.411","4.335","23.934","0.030","0.791","0.118","0.029","0.250","0.737","0.978","0.978","1.000","0.871","0.176","0.417","0.002","0.099","0.363","0.233","0.040","0.792","0.721","0.967"
"sad","0.129","0.537","7.768","131.301","3.245","0.068","0.445","0.151","0.397","0.417","0.012","0.006","0.092","-0.061","-0.159","-0.049","-0.175","245.993","-0.022","510.726","0.029","0.004","4110.655","3.241","0.215","0.301","1975.356","3026.372","2.239","7.453","0.046","0.855","0.136","0.644","0.080","1.000","0.111","0.592","0.175","0.070","0.121","0.006","0.199","0.139","0.359","0.212","0.094","0.612","0.757","0.963"
"sad","0.071","0.608","7.452","161.547","2.060","0.260","0.058","-0.276","0.224","-0.239","0.435","0.337","0.211","0.464","-0.195","-0.043","-0.051","66.106","-0.022","1223.957","0.052","0.117","6396.139","1.470","0.230","0.526","3097.058","3313.480","1.484","4.695","0.061","0.889","0.382","0.028","0.020","0.107","0.004","0.217","0.035","0.766","1.000","0.331","0.653","0.056","0.413","0.253","0.006","0.673","0.748","0.969"
"sad","0.105","0.502","8.985","159.882","1.896","-0.750","0.068","-0.093","-0.091","0.174","0.117","-0.046","-0.283","-0.544","0.262","-0.034","0.151","200.249","0.433","1490.201","0.025","0.073","6393.805","2.406","0.265","0.566","2844.660","2762.572","1.206","3.394","0.018","0.881","0.000","0.359","0.714","0.028","0.759","0.000","0.307","0.082","0.258","0.524","0.004","1.000","0.341","0.311","-0.078","2.691","0.633","0.964"
"sad","0.061","0.499","6.575","104.679","2.864","-0.386","0.268","-0.012","0.089","0.002","0.338","0.021","0.055","-0.120","-0.045","-0.164","-0.134","91.878","0.584","904.530","0.027","-0.109","3934.499","1.871","0.206","0.389","2019.596","2549.659","2.374","9.063","0.041","0.868","0.226","0.000","0.019","0.005","0.000","0.589","0.000","1.000","0.408","0.063","0.267","0.019","0.398","0.228","-0.176","2.691","0.773","0.963"
"sad","0.101","0.582","6.039","110.470","1.932","-0.104","0.209","-0.173","0.336","0.022","0.364","-0.003","-0.176","0.009","0.107","-0.174","-0.009","183.021","0.051","1792.810","0.037","-0.111","6668.732","2.005","0.120","0.560","3293.030","3501.351","1.522","4.604","0.059","0.907","0.365","0.293","0.928","0.000","0.298","0.042","0.618","0.025","0.101","0.017","0.000","1.000","0.259","0.218","0.014","0.374","0.678","0.962"
"sad","0.115","0.568","6.193","133.742","4.521","-0.748","0.359","-0.205","0.073","-0.181","0.065","-0.037","-0.042","0.035","-0.049","0.030","0.034","282.839","-0.332","658.201","0.040","0.175","1779.496","1.838","0.206","0.193","1074.045","1239.357","3.616","22.370","0.008","0.815","0.000","0.735","0.149","0.000","0.510","0.153","0.000","0.018","0.002","1.000","0.355","0.004","0.371","0.272","0.032","2.243","0.690","0.966"
"sad","0.188","0.537","6.337","95.104","1.985","-0.879","0.611","-0.548","-0.145","-0.115","-0.288","-0.063","-0.046","0.366","-0.035","0.035","-0.431","1368.480","0.164","1646.500","0.041","-0.278","4787.353","1.938","0.107","0.586","2711.365","2564.834","1.739","6.002","0.028","0.899","0.172","0.157","0.396","1.000","0.960","0.486","0.364","0.490","0.441","0.160","0.593","0.186","0.412","0.224","-0.015","3.364","0.793","0.963"
"sad","0.127","0.570","7.103","86.642","3.081","-0.898","0.636","-0.455","0.283","-0.086","0.056","-0.004","-0.134","-0.215","-0.059","-0.237","-0.075","329.138","0.094","954.732","0.033","-0.061","3083.916","1.971","0.135","0.385","1752.672","1993.974","3.127","16.024","0.027","0.859","1.000","0.977","0.485","0.026","0.389","0.011","0.288","0.425","0.484","0.822","0.052","0.924","0.331","0.206","-0.025","1.346","0.742","0.965"
"sad","0.205","0.553","5.976","127.830","2.836","-0.603","0.504","-0.090","0.270","0.066","-0.118","0.089","0.198","-0.119","-0.120","0.140","-0.108","1081.124","0.117","725.869","0.020","0.102","3342.735","2.138","0.159","0.389","1888.350","2447.527","2.784","12.167","0.030","0.846","0.002","0.217","0.404","0.141","0.348","0.013","0.344","0.603","0.649","1.000","0.158","0.277","0.297","0.216","-0.051","0.518","0.719","0.965"
"sad","0.186","0.618","6.650","183.023","2.389","0.139","0.490","-0.016","0.108","0.069","0.100","0.152","0.016","-0.086","-0.058","-0.074","0.057","745.346","0.361","978.143","0.023","-0.274","6566.996","1.904","0.335","0.446","2760.665","3494.014","1.623","4.837","0.070","0.893","0.127","0.403","0.005","0.182","0.219","0.050","0.554","0.773","1.000","0.078","0.605","0.365","0.360","0.189","-0.015","1.223","0.791","0.965"
"sad","0.078","0.530","5.350","164.506","1.665","-0.027","0.342","-0.240","0.110","0.070","0.224","-0.013","-0.044","0.030","-0.107","-0.036","0.057","141.127","0.342","1800.585","0.042","-0.150","8217.230","2.773","0.146","0.609","3777.742","3934.593","1.307","3.848","0.109","0.916","0.034","0.003","0.008","0.017","1.000","0.000","0.154","0.223","0.036","0.054","0.000","0.608","0.305","0.247","-0.024","2.691","0.653","0.968"
"sad","0.100","0.558","6.037","53.032","3.319","-3.484","1.054","-1.636","-0.216","-0.916","-0.105","0.285","-0.468","-0.057","-0.196","0.269","-0.376","306.191","-0.221","1608.753","0.043","0.239","2783.755","1.537","0.144","0.571","1760.183","1110.363","2.993","26.397","0.010","0.848","0.281","0.659","0.044","0.277","0.345","0.383","0.587","0.412","1.000","0.575","0.685","0.581","0.355","0.212","-0.143","0.673","0.703","0.970"
"sad","0.021","0.652","7.517","160.425","2.006","1.197","0.047","0.333","0.545","-0.243","0.346","-0.092","0.429","0.180","0.096","0.008","0.260","5.659","-0.011","1174.238","0.087","-0.141","8306.475","0.768","0.223","0.511","3387.684","3560.297","0.952","2.769","0.056","0.886","0.000","0.045","0.024","0.000","0.046","0.013","1.000","0.683","0.194","0.128","0.000","0.419","0.402","0.232","-0.057","1.682","0.746","0.971"
"sad","0.061","0.623","8.072","117.641","2.600","-0.558","0.251","0.087","0.031","-0.442","-0.115","-0.124","0.342","0.152","0.310","0.259","-0.011","32.797","0.378","1538.837","0.165","-0.201","6538.839","0.702","0.170","0.484","3015.232","3835.083","1.802","5.215","0.065","0.882","0.348","0.078","0.084","0.297","0.078","0.553","0.001","0.224","0.377","1.000","0.495","0.050","0.310","0.294","0.237","1.682","0.662","0.956"
"sad","0.085","0.585","6.934","184.297","2.479","0.629","0.413","-0.126","0.142","-0.046","0.237","0.125","0.318","0.149","0.251","0.060","0.081","159.000","0.137","745.467","0.040","-0.035","5959.335","1.904","0.164","0.424","2632.392","3256.986","1.571","4.677","0.046","0.875","0.024","1.000","0.044","0.056","0.144","0.013","0.345","0.005","0.877","0.323","0.026","0.037","0.345","0.231","-0.052","0.612","0.737","0.970"
"sad","0.153","0.554","7.169","48.284","2.613","-0.630","0.800","-0.229","-0.358","-0.545","-0.188","-0.377","-0.400","-0.358","-0.062","0.199","0.178","41.648","-0.048","985.003","0.080","-0.024","3481.355","3.040","0.079","0.477","2097.404","2548.432","2.965","13.465","0.066","0.848","0.111","0.000","0.000","0.048","0.146","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.352","0.277","-0.030","1.922","0.708","0.970"
"sad","0.222","0.559","6.652","115.371","2.613","-0.265","0.531","0.103","0.114","-0.402","-0.039","-0.014","0.095","0.168","0.226","-0.000","-0.125","1052.604","0.263","905.979","0.027","-0.091","4606.360","2.038","0.113","0.404","2331.125","3206.007","2.227","7.697","0.045","0.876","0.382","0.074","0.362","0.129","0.500","0.004","0.128","0.055","0.089","0.292","0.226","1.000","0.359","0.178","-0.073","2.243","0.822","0.968"
"sad","0.051","0.556","7.467","176.701","1.877","0.283","0.552","0.191","0.274","0.141","-0.005","0.138","0.230","-0.103","-0.092","-0.188","-0.131","55.388","0.170","1009.896","0.031","-0.095","7407.064","1.971","0.252","0.536","3325.626","3732.742","1.386","4.147","0.085","0.900","0.000","1.000","0.466","0.000","0.000","0.621","0.884","0.000","0.357","0.205","0.001","0.000","0.350","0.212","-0.070","1.922","0.760","0.965"
"sad","0.190","0.516","6.481","109.044","3.194","0.135","0.832","0.012","0.197","0.490","0.185","-0.116","0.067","0.099","-0.173","-0.251","-0.312","842.793","0.103","625.412","0.021","-0.078","4408.797","3.796","0.221","0.335","2240.310","3397.177","2.201","7.039","0.047","0.857","0.000","0.395","0.485","0.018","0.018","0.410","0.754","0.032","0.902","1.000","0.003","0.297","0.364","0.206","0.115","0.897","0.793","0.966"
"sad","0.162","0.531","5.705","117.892","3.028","0.313","0.345","-0.021","0.256","-0.078","-0.017","0.137","0.137","0.244","0.031","-0.189","-0.080","667.276","0.175","792.904","0.027","-0.143","4839.062","3.341","0.198","0.350","2223.819","3051.481","2.107","7.091","0.049","0.863","0.000","0.143","0.096","0.953","0.580","0.039","0.195","0.899","1.000","0.026","0.501","0.142","0.340","0.193","-0.090","1.922","0.756","0.963"
"sad","0.045","0.607","7.843","77.842","2.308","0.955","0.309","-0.765","0.270","0.261","0.400","-0.134","0.004","0.156","-0.081","0.146","0.028","31.318","0.064","942.694","0.070","0.357","5148.349","0.568","0.068","0.436","2464.597","2686.867","1.455","4.772","0.045","0.871","0.261","0.392","0.244","0.396","0.000","0.012","0.000","0.001","0.022","0.202","1.000","0.000","0.421","0.269","0.073","2.243","0.758","0.962"
"sad","0.140","0.546","7.535","109.062","3.039","0.584","0.242","0.341","0.059","-0.049","0.073","-0.079","-0.038","-0.034","0.188","0.009","-0.093","367.680","-0.145","782.233","0.027","0.269","6071.396","2.270","0.230","0.355","2358.226","3191.473","1.629","4.514","0.023","0.866","0.411","0.036","0.047","0.039","0.154","0.254","0.109","0.500","0.564","1.000","0.855","0.146","0.329","0.199","-0.109","1.682","0.765","0.970"
"sad","0.211","0.545","7.798","103.229","1.710","-0.529","0.515","-0.308","-0.045","-0.630","-0.156","-0.195","-0.235","-0.408","-0.086","-0.038","0.153","1411.754","-0.075","1600.861","0.022","0.021","5706.782","5.112","0.176","0.611","3150.185","3307.260","1.781","5.741","0.074","0.905","0.551","0.275","0.757","0.115","0.275","0.347","0.154","0.603","1.000","0.679","0.739","0.607","0.416","0.175","0.018","3.364","0.837","0.969"
"sad","0.054","0.542","6.488","150.939","2.908","-0.203","0.403","0.035","0.314","0.217","-0.154","0.246","-0.300","0.095","0.160","0.154","-0.033","59.020","-0.026","596.460","0.029","0.067","4529.038","1.570","0.142","0.380","2260.688","3106.113","2.201","7.542","0.057","0.857","0.173","0.000","0.001","0.077","0.351","1.000","0.035","0.180","0.541","0.049","0.367","0.000","0.310","0.221","-0.007","2.691","0.679","0.965"
"sad","0.043","0.594","7.232","80.272","2.503","0.474","0.322","-0.313","0.154","-0.068","0.074","-0.004","0.434","0.068","0.166","0.061","0.115","30.510","0.131","885.132","0.047","0.010","4823.816","1.236","0.162","0.398","2258.487","2810.261","1.978","6.970","0.056","0.865","0.000","0.831","0.000","0.110","0.538","0.000","0.097","0.000","0.681","1.000","0.369","0.526","0.401","0.267","-0.040","1.922","0.692","0.971"
"sad","0.104","0.622","7.782","76.331","2.242","0.489","0.901","-0.013","0.007","-0.032","0.352","0.091","0.057","0.331","0.088","0.060","-0.017","78.066","0.082","691.652","0.047","-0.158","6615.993","1.002","0.095","0.472","2784.771","3352.508","1.523","4.581","0.059","0.874","0.010","0.021","0.009","0.001","0.441","0.161","0.406","1.000","0.201","0.447","0.000","0.047","0.265","0.226","-0.152","2.243","0.644","0.965"
"sad","0.081","0.542","5.986","134.724","3.327","-0.644","0.965","-0.125","0.489","0.153","0.203","0.047","0.111","-0.040","-0.144","0.099","0.184","122.432","-0.075","705.455","0.039","0.079","2687.487","3.074","0.276","0.330","1419.595","1671.045","2.924","16.040","0.020","0.843","0.609","0.197","0.004","0.012","0.644","1.000","0.106","0.088","0.470","0.107","0.697","0.952","0.379","0.196","-0.075","2.691","0.783","0.969"
"sad","0.010","0.623","9.032","109.959","3.501","-0.497","0.424","-0.234","-0.211","0.074","0.476","0.027","0.226","-0.047","0.022","0.282","0.195","0.941","0.216","522.714","0.058","-0.305","2614.917","0.969","0.103","0.298","1547.207","2094.902","3.253","16.929","0.052","0.835","0.148","0.003","0.174","0.745","1.000","0.393","0.070","0.048","0.130","0.341","0.024","0.300","0.379","0.251","0.042","2.243","0.700","0.969"
"sad","0.180","0.555","6.867","161.998","3.966","0.345","0.489","0.418","0.248","0.341","-0.062","-0.321","-0.036","0.147","-0.034","-0.285","-0.229","527.960","-0.127","287.424","0.024","0.232","1670.379","2.305","0.123","0.160","1233.761","2551.709","3.371","14.470","0.031","0.798","0.706","0.031","0.049","0.473","0.805","0.048","0.599","0.585","0.832","0.892","0.573","1.000","0.356","0.223","-0.057","1.495","0.744","0.970"
"sad","0.195","0.607","5.965","168.554","2.952","0.497","0.717","-0.114","-0.242","-0.124","0.112","-0.185","-0.002","0.230","0.212","0.213","0.159","872.198","0.129","639.968","0.030","0.029","3878.752","1.336","0.166","0.310","1813.156","2738.480","2.489","9.413","0.038","0.845","0.478","0.005","0.036","0.269","0.436","0.000","0.225","0.089","0.032","0.604","0.097","1.000","0.324","0.216","-0.028","0.641","0.695","0.964"
"sad","0.137","0.514","6.139","105.217","2.077","0.205","0.396","-0.305","-0.158","0.075","0.049","-0.011","-0.003","0.007","0.050","0.002","-0.128","595.033","0.007","1423.715","0.020","0.036","7024.472","4.577","0.424","0.528","3219.804","3617.093","1.487","4.471","0.067","0.908","0.560","0.029","0.089","0.480","0.839","0.003","0.707","0.656","0.119","0.117","0.084","1.000","0.379","0.177","-0.086","1.922","0.816","0.971"
"sad","0.161","0.602","6.609","179.617","3.200","-0.119","0.482","0.213","0.158","0.296","0.018","-0.045","-0.126","-0.311","-0.105","0.046","-0.100","469.713","-0.034","662.846","0.061","0.046","4704.122","1.169","0.118","0.337","2246.552","3488.645","2.204","7.003","0.055","0.859","0.967","0.417","0.047","0.593","0.219","1.000","0.116","0.245","0.835","0.232","0.832","0.147","0.376","0.205","0.126","1.346","0.774","0.965"
"sad","0.065","0.637","8.337","103.871","2.421","0.908","0.638","0.022","0.474","0.150","0.021","0.108","0.258","0.086","0.051","-0.005","-0.004","52.582","0.118","771.974","0.051","-0.224","5468.782","0.969","0.077","0.386","2333.492","3028.393","1.704","5.379","0.043","0.865","0.530","0.254","0.425","0.415","0.300","0.540","0.299","0.563","0.471","1.000","0.850","0.501","0.311","0.185","-0.076","1.682","0.742","0.968"
"sad","0.087","0.500","7.004","134.230","3.041","-0.036","0.690","0.488","0.341","0.214","0.305","0.370","0.186","-0.107","-0.092","-0.020","0.122","139.744","0.208","441.542","0.038","0.089","3092.622","1.871","0.078","0.295","1588.744","2442.833","2.616","10.296","0.037","0.829","0.159","0.000","0.217","0.000","0.050","0.521","0.112","1.000","0.129","0.656","0.009","0.000","0.237","0.177","0.041","1.035","0.634","0.962"
"sad","0.082","0.503","5.449","168.159","1.599","-0.075","0.097","0.214","-0.013","0.196","0.238","0.144","0.188","-0.028","-0.092","-0.137","-0.134","255.830","0.175","1879.093","0.023","-0.198","7464.577","4.076","0.303","0.605","3439.652","3183.460","0.854","2.587","0.023","0.914","0.034","0.337","0.550","0.037","0.843","0.164","0.200","1.000","0.166","0.964","0.213","0.027","0.323","0.195","0.170","0.961","0.779","0.964"
"sad","0.189","0.549","5.691","157.216","3.311","-0.424","0.515","0.033","0.218","-0.025","0.229","0.191","0.163","0.000","0.072","-0.257","-0.185","781.446","-0.095","778.218","0.024","0.009","2673.629","3.040","0.253","0.312","1420.070","1636.997","2.344","9.695","0.009","0.845","0.074","0.275","0.144","0.348","0.316","1.000","0.973","0.295","0.769","0.973","0.120","0.009","0.362","0.208","0.070","2.691","0.788","0.963"
"sad","0.013","0.606","8.100","66.230","3.092","0.150","-0.155","0.071","0.056","0.051","0.090","-0.054","-0.077","-0.163","-0.028","-0.093","-0.176","1.338","0.137","800.014","0.083","-0.092","4544.179","1.270","0.102","0.342","2034.556","2544.860","2.154","8.006","0.055","0.860","0.003","0.116","0.008","0.064","0.192","0.373","0.466","0.196","1.000","0.302","0.044","0.140","0.387","0.270","-0.021","1.495","0.696","0.963"
"sad","0.092","0.505","5.273","142.603","2.859","-0.474","0.288","-0.440","0.399","-0.336","-0.140","0.102","-0.147","-0.106","0.324","-0.032","0.078","232.804","-0.086","993.894","0.026","0.284","7206.326","2.907","0.066","0.470","3033.210","3728.949","1.684","4.706","0.062","0.899","0.812","0.264","0.669","0.056","0.361","0.074","0.233","0.847","0.271","0.920","0.149","1.000","0.318","0.202","-0.192","1.922","0.747","0.969"
